w,x,y
4.49,-5.83,-120.38
3.41,2.78,44.31
6.98,-3.31,-119.94
5.4,-0.09,-44.14
3.65,-7.09,-129.53
4.96,-0.52,-44.09
6.38,-3.04,-102.88
5.17,0.39,36.85
3.8,-2.2,-49.96
3.97,-0.51,-34.09
2.87,0.68,18.64
5.23,-0.64,-48.52
3.93,-0.62,-34.64
3.89,-2.72,-57.66
4.18,-1.27,-43.71
3.53,-5.94,-103.69
4.9,0.63,36.63
5.54,2.7,73.81
4.75,1.68,47.43
6.02,-1.29,-67.44
5.2,-9.39,-226.88
4.17,3.59,66.14
3.96,3.16,56.73
2.97,-4.19,-65.36
4.65,3.48,72.13
5.56,6.5,151.37
6.15,-6.28,-168.34
6.37,-1.8,-80.78
4.93,0.36,33.99
5.74,-1.3,-63.6
3.96,-1.55,-44.41
6.2,2.7,85.1
5.03,2.69,65.7
3.76,3.0,51.81
4.74,10.91,250.92
3.82,5.79,98.42
4.88,6.66,139.07
4.84,-1.7,-56.7
6.39,-2.46,-92.21
5.8,-8.09,-206.9
4.03,-3.06,-64.33
5.78,-0.55,-54.08
4.45,1.04,36.1
4.31,-3.3,-72.0
5.6,-1.01,-57.6
6.51,8.62,234.83
6.51,-0.48,-62.9
3.76,2.58,46.27
6.06,8.75,225.39
6.35,-3.59,-112.81
4.77,-4.81,-105.7
6.28,12.9,373.85
5.54,0.37,40.94
4.25,8.63,171.86
4.44,2.91,60.07
4.57,-2.12,-58.76
4.17,3.02,57.76
3.07,3.49,48.95
6.06,3.57,98.56
5.01,-4.08,-96.53
5.48,-0.55,-50.47
6.79,3.99,122.15
5.59,-7.45,-184.11
3.35,5.52,84.67
5.4,2.03,61.19
5.28,-4.97,-119.06
5.96,-0.35,-53.82
5.78,-3.19,-94.42
4.96,6.24,131.35
3.37,-4.31,-73.02
7.31,0.51,67.07
5.33,-8.92,-217.06
5.74,3.61,93.43
4.28,0.2,26.05
3.56,-2.02,-45.19
6.99,-0.89,-76.21
4.74,-10.95,-260.19
4.39,1.14,36.57
2.56,-3.22,-47.32
6.43,-2.33,-90.89
4.14,-3.93,-79.12
5.73,-1.88,-72.0
4.81,-2.5,-67.37
5.18,4.31,96.04
3.92,9.69,191.4
4.04,-3.13,-65.43
4.39,1.24,37.78
4.71,4.26,86.41
5.77,4.03,101.93
4.51,0.88,34.98
4.36,0.37,28.42
3.77,3.53,59.2
5.54,4.13,99.48
4.15,-0.72,-37.72
6.16,-2.32,-85.99
5.78,-3.95,-108.61
5.99,-5.33,-142.26
5.51,-2.67,-80.82
4.48,-16.5,-454.12
3.08,-0.84,-29.36
5.69,8.59,209.77
3.87,-13.92,-330.67
4.13,1.64,39.29
5.67,3.65,92.85
4.14,8.64,169.21
3.76,-13.84,-323.89
6.59,-2.88,-103.59
3.57,5.08,80.71
4.67,1.49,43.96
5.45,-1.75,-65.79
5.51,-2.98,-86.18
4.21,6.61,123.11
3.47,-0.2,-27.49
5.78,1.71,62.16
6.6,3.28,103.57
4.55,-2.69,-66.52
5.9,6.93,170.52
6.08,8.23,210.9
5.4,-2.36,-74.11
5.23,-3.4,-88.5
5.21,5.35,117.49
5.83,5.48,133.93
4.16,-1.29,-43.8
5.58,1.65,58.24
5.52,-0.94,-55.67
5.64,-3.34,-94.76
3.82,-5.98,-110.1
5.38,-2.55,-76.8
4.7,3.63,75.45
4.35,-0.29,-35.52
4.24,-0.87,-40.04
4.42,3.5,68.72
3.84,-0.45,-32.42
5.68,1.3,54.7
6.09,7.6,193.49
4.98,1.3,45.53
5.63,1.39,55.19
5.56,-4.55,-116.15
5.7,-1.66,-68.18
4.48,-2.52,-63.09
5.02,4.15,90.16
6.36,1.0,60.23
4.77,-2.27,-63.61
5.37,2.03,60.84
5.33,8.71,202.91
4.38,11.13,246.41
4.99,-2.49,-69.95
5.48,0.49,41.6
5.74,2.32,70.89
4.71,-3.17,-76.11
3.92,-5.83,-109.0
5.85,-5.94,-152.89
4.44,7.06,138.43
6.94,3.06,106.03
6.85,10.72,314.66
3.9,-6.72,-126.94
7.12,6.56,193.13
3.42,-10.15,-198.04
4.92,-10.46,-250.59
6.84,5.12,149.1
5.04,-1.43,-55.89
3.33,2.92,45.03
5.71,4.25,105.09
4.78,1.62,46.95
3.95,-0.05,-29.97
5.53,-1.27,-60.23
5.6,13.73,379.53
3.25,-3.84,-64.29
5.36,4.3,99.41
5.17,-1.95,-64.61
4.56,5.58,108.92
4.79,0.66,35.71
4.9,1.91,52.4
7.82,3.89,143.1
6.47,7.3,195.49
4.26,-2.66,-62.01
5.12,2.26,60.36
3.4,8.71,152.8
3.1,3.12,44.63
5.19,2.37,63.18
2.65,1.25,21.16
5.75,-7.76,-196.59
3.88,1.83,38.64
4.76,0.41,32.71
4.04,6.19,110.58
6.47,12.75,375.14
5.04,-0.31,-42.68
6.06,8.27,211.42
6.06,-0.62,-58.61
4.92,-1.79,-59.03
6.99,4.84,145.91
5.4,3.69,88.61
3.37,2.14,36.44
6.09,5.67,144.34
5.22,-13.97,-382.25
4.63,-0.75,-43.02
4.5,3.98,77.78
5.38,-3.7,-96.39
4.12,-2.34,-55.78
5.15,9.49,220.2
4.04,-8.77,-178.09
4.53,-8.77,-190.86
4.85,0.37,33.24
6.85,-7.13,-209.61
5.5,-0.57,-50.89
7.74,-7.04,-232.65
5.48,1.68,57.35
4.94,-2.87,-74.88
5.58,4.05,98.64
4.63,4.06,81.5
5.47,4.02,96.04
6.42,7.44,198.05
5.09,-2.52,-71.88
4.31,3.78,71.59
5.1,-8.06,-187.1
5.95,5.24,131.28
4.92,-5.03,-112.91
5.83,-4.16,-113.77
4.88,0.26,32.44
6.24,8.94,236.41
5.36,-1.41,-59.88
3.33,4.71,70.62
5.3,-5.51,-130.9
4.28,-2.22,-56.32
6.73,-1.38,-79.69
6.57,-2.15,-90.12
5.61,-1.24,-60.93
5.31,1.74,55.58
6.07,-2.66,-90.25
4.27,-4.21,-85.93
4.51,-3.82,-83.41
3.11,-5.53,-88.67
3.21,-8.16,-143.09
4.81,-3.16,-77.44
5.42,-2.97,-84.41
5.44,-0.83,-53.23
7.25,11.2,346.2
3.85,2.91,51.68
5.84,-3.91,-109.08
5.27,7.85,178.23
5.17,2.29,61.59
6.55,-3.32,-111.42
5.22,8.95,206.92
3.76,2.14,40.9
3.95,2.55,48.14
5.66,2.84,78.09
3.4,4.76,72.52
4.14,13.73,325.51
5.43,-5.53,-133.92
4.98,-1.72,-58.88
5.37,9.02,213.07
5.74,6.49,155.62
4.58,7.1,142.4
4.46,-4.24,-89.79
4.83,-1.51,-54.31
6.0,1.43,61.16
6.43,3.06,96.12
5.03,5.03,107.22
5.37,3.83,90.64
5.43,-4.09,-104.62
5.1,-5.89,-134.86
5.66,4.32,105.63
6.04,5.03,128.42
5.36,-6.97,-165.99
3.94,-3.94,-76.15
5.1,0.49,37.19
5.78,-2.57,-83.68
5.99,0.49,48.0
5.26,-3.58,-92.09
6.02,0.87,53.35
5.84,5.32,130.6
5.0,-4.97,-113.3
5.27,-4.63,-111.9
5.03,-0.93,-49.57
5.8,12.42,337.84
4.78,-1.22,-49.94
4.85,8.11,173.96
6.12,-6.04,-162.06
4.73,0.79,36.48
5.18,-1.53,-59.03
5.5,-0.85,-54.24
5.45,2.3,66.04
3.66,8.99,165.99
5.91,-1.0,-61.81
6.31,-6.22,-170.94
3.97,-7.65,-148.92
6.05,-2.41,-85.66
4.28,-0.17,-33.79
5.88,-1.29,-65.31
4.41,-11.9,-279.98
5.38,-6.8,-162.26
4.52,0.93,35.65
4.51,1.54,42.56
4.33,-5.05,-101.98
6.42,-5.08,-146.17
4.25,0.79,31.45
4.84,6.1,125.71
3.44,-3.42,-60.99
4.44,-1.76,-52.48
5.5,-3.02,-86.6
4.0,-2.65,-58.16
6.01,-0.73,-59.46
4.01,-6.92,-133.52
5.83,-3.29,-97.19
4.55,3.43,69.6
3.11,2.57,38.18
4.75,-1.51,-53.25
4.37,-3.2,-71.4
4.04,1.79,40.07
6.77,7.91,221.35
5.68,-0.53,-52.59
6.24,1.82,71.01
5.37,0.52,40.65
5.3,6.98,156.74
6.14,-3.47,-106.2
4.92,-11.85,-295.34
4.32,3.84,72.54
5.33,6.42,144.12
4.89,-4.55,-103.03
3.86,-2.7,-57.08
5.55,3.22,82.96
4.59,2.18,51.76
3.47,-9.82,-190.53
5.21,-3.63,-92.04
6.36,5.62,149.43
4.98,-6.06,-136.0
4.58,1.94,48.39
6.13,-4.88,-135.19
3.91,0.47,25.2
4.33,3.27,63.84
5.85,-2.98,-91.97
5.46,-0.03,-44.12
5.02,6.91,148.43
5.53,-1.66,-65.75
6.5,11.77,340.01
5.36,3.6,86.36
6.42,2.49,85.44
5.77,-13.42,-382.49
5.25,-6.63,-155.03
3.7,1.43,32.38
5.44,-0.17,-45.52
6.73,-5.41,-161.37
6.2,2.84,87.6
6.45,-1.28,-73.85
5.52,3.59,88.87
4.99,-17.03,-498.84
6.33,2.19,78.66
6.65,-3.31,-113.28
4.87,-2.33,-65.74
5.38,-0.94,-53.91
5.17,0.1,33.71
3.36,4.6,69.45
4.29,-7.12,-144.32
5.44,-6.15,-148.26
4.91,1.4,45.85
4.9,-6.44,-142.52
4.65,2.82,61.77
6.12,5.66,144.85
7.49,1.92,94.55
5.43,3.08,78.4
3.98,4.99,86.51
5.95,-8.6,-225.59
4.26,8.02,156.81
4.28,-9.87,-214.24
4.72,0.32,31.33
4.46,-5.97,-122.79
5.12,-8.06,-187.71
5.47,5.8,133.03
6.39,-2.75,-97.51
5.31,-4.32,-106.6
3.38,-1.38,-36.63
4.68,1.63,45.87
5.94,-3.47,-102.6
6.35,3.14,96.11
2.84,0.04,14.3
4.87,-5.45,-120.51
5.59,-0.37,-49.54
5.0,-4.17,-98.02
5.9,-3.82,-108.46
5.64,-9.55,-244.67
3.96,6.35,112.28
6.66,-3.13,-109.93
4.62,-2.81,-69.19
5.45,1.65,56.42
4.97,1.69,50.34
4.79,-1.45,-52.98
4.46,-14.39,-369.4
4.42,2.65,55.95
4.42,0.65,31.69
3.13,-1.88,-39.08
3.67,-6.37,-114.77
5.12,1.42,48.69
4.25,6.39,119.26
4.83,4.07,85.15
5.99,1.03,55.25
4.4,3.2,63.69
4.23,-6.56,-130.41
5.51,-6.45,-157.19
3.58,0.85,25.62
4.31,-2.34,-58.18
5.26,1.75,55.15
5.06,4.16,91.02
6.6,8.41,231.45
3.46,-5.32,-91.13
5.47,-3.0,-85.73
4.31,2.42,51.25
6.08,2.54,80.29
4.6,-5.65,-118.95
4.06,5.44,96.26
4.66,-5.57,-118.7
6.31,-4.86,-138.77
4.22,-8.04,-164.38
2.6,-7.69,-119.8
5.26,-3.27,-86.68
4.09,-3.25,-67.94
5.07,-3.25,-83.17
4.89,3.09,69.62
3.23,-0.8,-30.23
4.84,0.35,33.01
6.48,-1.84,-83.23
5.14,2.8,68.97
5.55,-1.35,-61.66
5.09,-1.96,-63.68
3.32,4.47,66.78
5.34,-0.19,-44.53
4.35,6.23,118.04
6.97,5.06,150.63
3.6,-8.75,-166.4
3.98,9.07,176.3
3.51,-1.01,-34.44
5.26,-6.34,-148.63
5.75,-1.06,-60.42
4.76,10.16,228.5
3.92,-4.82,-90.41
4.7,-1.16,-48.38
5.62,3.79,94.54
4.57,8.16,167.92
6.6,11.81,344.88
3.91,2.89,52.23
5.37,-4.34,-108.21
3.94,1.4,34.54
6.36,4.65,127.2
4.14,5.18,92.73
5.32,8.33,192.55
3.87,0.7,26.86
4.49,-1.54,-50.45
6.04,-10.49,-287.24
7.27,-5.5,-177.17
4.67,-3.87,-87.02
4.54,-2.72,-66.6
6.21,2.76,86.35
4.75,-0.01,-36.62
4.43,-2.05,-55.99
3.48,-4.2,-72.93
5.07,2.72,66.75
4.02,4.31,75.31
5.84,-1.34,-65.62
4.12,2.11,44.75
5.38,-7.13,-170.44
5.82,-0.54,-54.41
4.73,3.45,72.78
3.79,1.07,29.59
5.29,-1.87,-65.32
5.79,6.98,169.05
6.81,-0.03,-60.73
6.6,7.74,211.49
3.54,-1.07,-35.22
5.0,9.59,218.85
4.29,-1.47,-47.15
6.83,9.46,271.35
4.57,-4.07,-88.63
6.15,1.52,64.78
4.32,-7.7,-158.52
3.31,-1.01,-32.73
6.0,0.95,54.21
5.29,-1.78,-63.95
6.13,-3.98,-116.08
5.14,1.6,51.38
4.26,-11.37,-258.54
5.1,4.39,96.01
5.16,0.59,39.03
7.01,-3.61,-126.9
4.81,5.61,114.61
5.48,-1.61,-64.3
5.11,0.19,34.09
5.07,-5.7,-130.03
2.68,-1.98,-35.7
4.87,-0.53,-43.12
3.27,6.54,102.16
7.18,7.3,215.69
5.05,12.56,316.26
6.34,-7.07,-193.91
7.51,-0.6,-79.72
4.0,2.05,42.56
4.21,-2.04,-53.09
6.95,7.67,219.81
5.51,3.3,83.7
4.7,6.96,141.84
4.22,3.08,59.24
4.9,-4.89,-109.86
5.1,-3.76,-92.59
3.29,1.37,27.73
3.6,-2.58,-52.19
5.77,6.27,150.88
5.01,1.19,44.4
3.82,3.61,61.22
5.15,6.67,145.56
4.3,-3.41,-73.4
5.71,-1.53,-66.41
6.22,-2.71,-93.91
5.8,9.17,230.04
4.65,-2.8,-69.45
3.66,-0.89,-34.74
2.96,0.83,20.36
4.57,4.16,82.29
5.92,-0.82,-59.38
4.15,8.84,174.75
5.13,0.64,39.34
4.12,6.97,128.88
6.18,1.62,66.96
6.13,4.99,129.61
6.09,2.14,73.79
6.41,6.96,184.77
5.84,-5.31,-138.44
5.27,1.85,56.67
5.78,-2.36,-80.25
5.66,-1.23,-61.48
6.19,2.79,86.53
5.37,13.14,348.66
4.6,8.53,178.41
4.13,1.28,35.35
3.97,-3.76,-73.75
5.34,6.2,139.12
4.11,-4.32,-84.93
4.74,-1.34,-50.94
5.09,-3.43,-86.45
4.58,3.21,66.79
6.19,1.41,63.67
4.03,-5.83,-111.19
6.5,-7.72,-216.29
5.35,3.64,86.88
5.05,6.34,135.84
6.76,1.04,66.99
4.31,-0.59,-38.04
3.69,-5.83,-104.54
6.09,1.01,56.48
5.77,1.83,63.67
3.26,8.32,140.11
3.86,3.03,53.53
4.43,1.75,44.23
4.85,-1.87,-59.18
4.6,-5.59,-117.96
5.16,4.01,90.1
5.58,-6.91,-169.96
4.88,1.79,50.4
5.64,1.28,53.91
3.8,2.85,50.17
4.92,1.39,45.85
4.68,-0.12,-37.06
6.11,-1.99,-79.7
5.57,-0.64,-52.52
5.49,4.44,104.66
6.75,-6.71,-195.16
4.68,4.23,85.48
6.25,5.76,150.11
5.72,-6.48,-162.63
4.24,-5.31,-105.2
5.87,-9.63,-254.12
5.38,-5.69,-136.47
6.05,1.68,65.67
5.46,-0.2,-45.97
4.55,0.08,27.45
5.21,-8.25,-195.2
4.41,-4.7,-96.92
5.58,2.91,77.99
5.23,-3.48,-89.89
5.28,1.54,52.52
6.78,-5.44,-163.32
4.04,4.18,73.59
5.31,1.1,47.14
5.92,0.01,41.19
5.81,-3.28,-96.72
6.45,6.63,177.17
4.22,-6.22,-122.91
4.86,1.48,46.13
5.53,-2.23,-74.25
3.47,0.44,21.25
3.81,0.53,24.84
4.8,5.32,108.5
3.38,8.8,154.33
3.9,2.13,42.37
4.39,3.39,66.52
5.06,-7.05,-160.75
5.43,0.6,42.39
4.32,4.24,79.19
5.33,5.84,130.93
3.63,-5.27,-93.24
7.74,-8.69,-283.95
6.8,5.19,149.86
4.23,3.93,72.59
5.48,-4.0,-103.89
5.8,4.5,112.22
5.15,2.66,66.93
5.59,3.16,82.49
5.08,-0.07,-40.55
5.03,0.52,36.8
6.53,-4.56,-136.96
3.92,1.24,32.66
4.86,-7.39,-163.92
5.4,1.46,53.17
5.97,-4.48,-123.35
4.85,7.66,162.57
5.89,-0.9,-60.04
4.2,6.13,112.78
6.44,-2.71,-97.66
4.85,1.54,46.81
4.68,-7.79,-169.73
5.15,10.08,238.05
6.47,3.78,111.15
3.54,-10.54,-212.15
5.22,-4.6,-110.45
5.28,-3.96,-99.24
6.07,7.19,181.88
5.99,-0.97,-62.41
4.62,-8.2,-178.4
3.94,2.87,52.39
6.24,-3.81,-115.05
4.39,5.77,109.29
4.78,2.12,53.66
4.91,2.9,67.04
5.14,-4.26,-102.51
4.42,0.94,34.69
4.22,10.34,218.15
4.25,-8.11,-166.67
4.29,-0.26,-34.7
4.42,-3.74,-80.67
5.38,-0.63,-50.11
5.15,-5.25,-122.26
6.34,-4.9,-140.31
3.82,3.06,53.25
5.12,-5.48,-126.28
3.58,2.43,42.07
5.72,6.51,155.64
5.24,-4.67,-112.18
4.07,0.86,30.26
4.69,-0.23,-38.19
5.42,7.77,180.1
4.36,0.75,32.04
4.67,5.52,109.85
4.11,0.82,30.31
6.55,6.65,180.25
3.28,0.61,21.1
3.64,-0.85,-34.15
5.17,12.65,323.66
5.02,1.15,44.1
5.94,-5.32,-140.82
3.37,1.76,32.3
2.95,0.25,16.27
5.06,4.7,101.24
6.84,2.52,93.76
6.2,8.38,218.62
7.1,-2.88,-113.65
4.95,-4.13,-96.59
5.69,-1.67,-68.26
5.56,-1.54,-64.38
4.43,3.17,63.73
4.21,-1.54,-47.15
6.25,-1.69,-77.07
4.73,4.54,91.96
5.4,-4.03,-103.06
6.7,4.11,122.8
5.5,0.71,44.65
4.48,3.47,69.18
5.74,4.28,106.34
6.28,8.67,229.44
4.46,5.33,101.82
2.77,6.84,98.26
5.62,-0.18,-47.63
6.1,1.0,56.35
5.54,-3.01,-87.03
4.36,0.47,29.29
5.98,0.06,42.48
6.35,0.92,58.88
4.84,-0.79,-45.63
4.45,-1.6,-50.63
4.85,0.13,30.81
5.14,-1.97,-64.49
5.08,0.72,39.7
4.61,-0.53,-40.48
5.4,-3.03,-85.11
4.58,-7.9,-169.9
5.56,3.23,83.36
4.72,10.33,232.58
6.87,5.28,153.51
4.41,-0.04,-33.73
4.4,-0.75,-40.55
5.22,3.12,75.6
6.21,4.75,126.12
2.48,-2.39,-37.72
5.0,-2.14,-64.87
4.79,0.47,33.68
4.81,-5.19,-113.92
3.3,0.6,21.24
3.9,-5.32,-98.94
4.98,8.16,178.71
4.88,-6.22,-137.22
5.41,-5.54,-133.86
5.77,-2.48,-82.09
6.28,-3.85,-116.7
5.85,-2.62,-85.77
5.91,-1.45,-68.14
4.96,4.2,89.99
4.22,5.11,93.15
7.33,2.23,97.46
5.75,-4.63,-121.83
3.56,-1.83,-43.08
5.62,7.41,175.85
3.84,1.2,31.44
5.85,1.48,59.69
4.65,-4.95,-106.16
5.09,0.74,40.04
4.51,0.63,32.42
6.63,-4.03,-127.68
4.09,-1.91,-50.0
4.25,-4.09,-83.7
5.24,-0.61,-48.32
6.72,-12.36,-378.1
5.61,-2.86,-85.8
4.46,3.27,65.71
5.68,4.85,116.76
4.71,2.81,62.66
5.77,2.76,78.87
6.19,-1.17,-68.1
5.87,1.44,59.38
2.59,5.33,68.83
4.28,-1.16,-43.58
4.49,6.54,127.77
3.47,-3.01,-56.03
4.32,0.85,32.78
2.57,-1.84,-33.42
5.11,-4.04,-97.84
5.85,-2.42,-82.34
4.21,0.73,30.49
3.07,-3.92,-62.89
3.81,2.75,48.96
4.87,-0.87,-46.98
5.44,-3.05,-86.17
5.53,4.19,100.55
3.56,-6.52,-115.59
3.01,2.85,40.29
3.91,3.93,67.42
4.61,6.98,140.32
4.64,2.31,54.25
4.34,13.87,337.5
5.72,3.81,96.86
4.69,1.25,41.27
3.69,11.86,247.64
6.19,-0.95,-65.06
5.53,1.18,50.96
4.66,-2.14,-60.35
4.98,13.46,346.2
3.81,-4.56,-84.07
6.43,2.1,78.78
5.81,-5.53,-142.69
4.56,-6.2,-129.81
4.63,1.84,47.89
4.88,-6.92,-153.12
4.06,-7.47,-147.04
4.76,-0.67,-43.46
4.31,2.62,53.92
5.02,0.78,39.59
4.95,12.27,302.55
4.03,6.81,123.69
4.64,-0.21,-37.5
3.67,10.51,207.05
5.22,0.5,38.77
7.31,3.87,131.08
5.8,-1.2,-63.08
4.93,4.12,87.91
4.51,1.98,48.14
5.04,11.13,267.55
5.48,8.45,200.04
5.58,2.53,71.78
4.63,5.85,115.93
4.51,0.99,36.23
6.42,-5.77,-162.63
5.57,6.78,158.54
3.98,1.66,37.84
3.84,-1.19,-39.28
4.14,-6.88,-135.37
3.04,-1.63,-35.78
3.87,-5.3,-98.04
6.01,-9.08,-241.45
4.45,9.24,193.3
3.71,2.51,44.66
3.54,1.53,31.75
6.55,0.18,51.27
5.97,1.47,61.44
5.0,-5.63,-126.9
4.64,-4.74,-101.94
4.76,-1.33,-51.06
4.44,3.64,71.41
3.5,0.5,22.01
3.89,-2.51,-54.95
4.53,4.48,87.06
4.3,-3.4,-73.2
5.61,-3.92,-104.9
4.63,6.16,122.4
5.63,-3.89,-104.72
5.31,5.16,115.65
4.62,4.03,80.77
5.12,-1.51,-58.03
6.38,8.76,235.32
4.58,1.38,41.57
4.37,-1.91,-53.41
5.65,-2.36,-78.19
4.42,-1.11,-44.59
4.76,11.72,277.62
5.49,6.15,141.54
6.07,-2.27,-83.57
5.78,4.9,120.04
3.27,-10.02,-190.68
5.9,4.44,112.83
4.96,-4.51,-103.65
4.79,-1.51,-53.71
5.25,1.73,54.75
5.03,0.25,33.83
5.6,-10.13,-261.56
6.19,-2.28,-85.76
5.58,4.43,106.15
4.49,-5.1,-106.0
4.55,1.59,43.73
5.68,-3.42,-96.82
3.37,2.34,38.61
4.0,-2.33,-54.12
5.25,-6.15,-143.99
5.16,0.07,33.32
5.15,1.2,46.29
4.8,-10.12,-236.75
5.91,5.34,132.5
5.2,3.91,88.97
4.51,0.4,30.12
5.53,2.8,75.34
5.42,3.19,80.01
4.87,-0.86,-46.8
5.06,-0.16,-41.23
5.08,2.26,59.81
7.19,2.6,101.91
2.59,1.72,24.55
5.51,-3.16,-89.16
3.76,-19.88,-572.81
4.87,0.71,37.13
5.08,-1.46,-56.79
6.44,-3.17,-106.34
5.11,0.15,33.68
2.81,-2.53,-42.48
3.46,-1.31,-36.74
4.53,8.25,169.44
7.71,-2.43,-116.9
5.46,-3.13,-87.92
6.35,2.59,85.94
4.95,-3.83,-90.96
3.71,3.73,61.41
6.26,2.2,77.56
3.23,-0.61,-28.76
5.46,4.16,98.51
5.24,-2.91,-80.45
5.41,-3.03,-85.19
4.66,-10.39,-240.61
6.01,1.87,68.06
5.03,-6.62,-149.76
4.98,-3.71,-89.48
6.31,-2.45,-90.57
5.12,1.33,47.54
3.81,-2.3,-51.33
4.81,2.57,60.37
3.91,-0.14,-30.41
4.97,-1.7,-58.52
5.79,-5.6,-143.69
5.42,0.96,46.73
6.75,6.83,190.26
5.56,-4.18,-108.78
3.54,0.41,21.61
4.63,13.63,339.52
7.47,-1.06,-86.67
6.56,-7.11,-200.86
4.59,7.0,140.45
4.3,-2.51,-60.43
6.09,5.52,140.8
4.63,-3.93,-87.18
6.08,-4.84,-133.25
4.04,-2.01,-50.65
3.87,-2.63,-56.2
4.66,-0.2,-37.7
5.03,-6.24,-141.02
6.93,2.43,93.59
4.4,-7.31,-151.28
5.14,-5.08,-118.42
5.71,6.89,164.76
6.2,-5.83,-158.55
6.84,-3.95,-130.53
4.64,5.83,115.65
4.14,-6.68,-131.02
5.81,2.17,69.58
6.03,-7.52,-197.57
4.66,4.11,82.94
7.27,-1.93,-98.71
7.78,-1.52,-100.46
5.31,-8.19,-196.4
5.02,3.94,86.26
3.98,2.92,53.58
6.63,6.92,189.52
4.02,-2.22,-52.95
6.32,0.63,54.31
3.11,5.2,75.11
6.55,-11.91,-354.99
7.02,2.54,97.31
6.98,-4.03,-135.12
4.01,-0.27,-32.34
6.59,-5.35,-156.52
5.69,5.42,129.45
6.45,-2.52,-94.47
1.98,-1.16,-23.89
5.31,1.37,50.72
4.37,13.89,339.49
6.88,-3.34,-118.47
2.69,-8.03,-128.94
4.33,2.37,50.97
4.61,1.68,45.56
6.15,3.43,97.85
5.55,-6.98,-170.96
4.09,3.71,66.76
3.63,-0.38,-30.12
3.38,1.67,31.44
4.92,1.1,42.21
6.47,-8.3,-232.23
6.05,-2.64,-89.46
6.99,1.29,74.42
5.44,7.04,161.92
3.89,-4.3,-81.2
5.18,5.95,129.85
6.68,-1.46,-80.32
5.63,4.85,115.91
4.54,-4.94,-103.81
3.0,5.48,78.0
4.31,-0.07,-33.2
5.87,1.2,55.99
4.8,4.97,101.37
6.76,-3.66,-122.6
4.56,9.02,190.48
4.22,1.25,35.92
5.03,-2.27,-67.26
3.63,-2.73,-54.49
5.82,-6.5,-165.79
6.15,-0.2,-54.39
5.24,-6.36,-148.71
5.57,-1.97,-70.86
4.97,-1.69,-58.35
5.74,2.72,77.47
5.85,6.28,153.11
5.0,0.38,34.96
5.83,3.88,100.25
6.14,-4.18,-120.49
5.93,-6.98,-180.84
3.74,-0.3,-30.32
5.01,-5.91,-133.15
4.99,5.9,124.52
5.67,7.41,177.21
4.67,0.1,28.73
5.79,1.59,60.46
5.0,5.73,121.1
2.97,9.79,168.82
6.28,4.86,130.31
4.65,1.47,43.5
5.84,11.87,319.8
6.16,3.93,107.8
4.94,-1.68,-57.91
5.17,-0.95,-51.35
6.71,-2.5,-98.9
3.51,-7.6,-137.41
5.68,-5.54,-139.86
3.95,1.36,34.21
3.89,-2.38,-53.4
6.76,-1.32,-79.22
3.53,0.63,23.24
4.61,-2.71,-67.67
4.52,2.06,49.26
5.27,-1.75,-63.18
6.15,6.9,176.23
6.31,-4.47,-130.11
5.97,-9.36,-249.01
4.54,0.36,30.05
6.12,-3.0,-97.11
4.31,2.11,47.18
5.05,-6.8,-154.4
4.4,1.2,37.35
4.46,1.47,41.22
4.8,8.04,170.85
5.8,-5.31,-137.32
5.15,0.07,33.23
5.79,7.25,175.95
4.84,7.21,151.13
4.23,3.49,65.58
5.15,2.84,69.87
6.63,3.1,100.67
4.52,-3.01,-70.67
3.51,-1.34,-37.58
3.9,-5.53,-103.02
3.67,-12.64,-280.25
5.31,-6.99,-165.17
4.57,-1.71,-53.52
5.58,-9.03,-227.59
4.86,4.04,85.28
6.21,8.6,225.45
3.44,5.04,77.88
5.67,3.89,97.35
4.23,-3.08,-67.49
6.35,-2.18,-86.72
3.8,-4.71,-86.43
5.22,2.67,68.27
5.16,8.74,199.36
4.6,-1.21,-47.86
5.02,4.98,105.94
4.18,0.33,26.3
5.59,9.13,222.48
4.6,12.87,311.18
5.6,-1.15,-59.5
4.48,6.21,120.17
6.93,2.19,89.27
3.82,0.45,24.17
5.5,-4.24,-108.83
5.07,-3.48,-87.15
4.89,0.97,40.35
4.66,-4.08,-90.42
5.11,-5.31,-122.54
3.74,7.68,136.37
5.46,4.33,101.97
4.35,-3.48,-75.36
5.37,-0.98,-54.25
7.34,9.42,286.77
6.8,8.58,242.36
5.99,7.2,180.0
5.8,-5.06,-131.83
2.53,4.68,57.95
3.05,-1.01,-30.46
4.91,-2.76,-72.97
5.55,3.08,80.49
4.26,12.02,271.06
4.75,8.14,172.3
3.38,-2.08,-43.78
4.94,-7.22,-161.96
4.94,-0.02,-38.58
5.6,-0.17,-47.25
7.6,-0.2,-74.97
6.3,-3.0,-100.5
3.39,8.8,154.56
6.11,-3.64,-109.09
4.54,11.96,278.32
4.43,-5.12,-105.28
3.74,-8.52,-164.33
4.68,0.73,35.21
4.68,-8.03,-175.5
3.32,-3.14,-55.74
5.17,-5.26,-122.9
4.33,2.21,48.86
5.59,0.5,43.19
5.39,-12.22,-324.09
2.46,-0.45,-22.47
4.04,3.65,65.16
7.72,7.08,224.84
4.79,2.35,56.98
5.27,2.81,71.29
6.31,1.66,69.57
4.84,-1.47,-53.93
3.35,2.62,41.64
4.44,-0.38,-37.19
6.09,-3.35,-103.18
